race_id,date,venue,race_number,dataset_version,exporter_version,row_id,registration_no,registration_no_missing,number,car_number,name,label_resolved,finish_rank,target_top1,target_top2,target_top3,title,category,girls,time_band,field_size,scheduled_start_time,race_is_s_class,race_class_scope,race_class_scope_reason,snapshot_joined,race_stage,class_stage,race_slot,normalized_race_number,scheduled_hour,venue_bank_length_m,venue_bank_length_delta_400,venue_straight_length_m,venue_center_cant_deg,venue_straight_cant_deg,venue_straight_ratio,venue_bank_exposure,weather_wind_speed_mps,weather_wind_abs_mps,wind_x_bank_exposure,front_style_wind_load,front_style_short_bank_pressure,support_style_long_straight_signal,car1_score_rank,car1_back_count,car1_nige_count,car1_st_tori,axis_number,axis_back_count,axis_score_rank,is_early_slot,is_mid_slot,is_late_slot,is_after_22,is_midnight_meeting,venue_profile_known,venue_is_short_bank,venue_is_400m_bank,venue_is_500m_bank,venue_is_indoor,venue_is_coastal,venue_is_river,venue_is_mountain,weather_has_wind_speed,weather_is_strong_wind,car1_is_top_score,car1_style_escape,car1_is_max_back,venue_is_seibuen,seibuen_back10_self_powered_axis,axis_style_escape,program_average_points,program_recent_finish_index,program_age,program_style,program_comment_confidence,program_line_strength,program_venue_fit,program_class_band,program_prefecture,program_home_bank,program_graduation_term,program_win_rate,program_quinella_rate,program_trio_rate,program_nige_count,program_makuri_count,program_sashi_count,program_mark_count,program_back_count,program_gear_ratio,program_yosoin_mark,program_st_tori,program_average_points_rank,program_is_top_average_points,program_back_count_rank,program_is_max_back,program_front_style_score,program_support_style_score,program_line_type,program_line_id,program_line_position,program_line_size,program_same_line_count_ahead,program_same_line_count_behind,snapshot_race_id,snapshot_registration_no,snapshot_asof_date,snapshot_registration_no_missing,snapshot_name,snapshot_number,snapshot_venue,snapshot_race_number,snapshot_category,snapshot_race_class_scope,snapshot_class_band,snapshot_age,snapshot_style,snapshot_average_points,snapshot_win_rate,snapshot_quinella_rate,snapshot_trio_rate,snapshot_nige_count,snapshot_makuri_count,snapshot_sashi_count,snapshot_mark_count,snapshot_back_count,snapshot_profile_available,snapshot_recent_form_available,snapshot_lookback_races,snapshot_avg_finish,snapshot_top1_rate,snapshot_top2_rate,snapshot_top3_rate,snapshot_avg_agari,snapshot_popular_underperform_rate,snapshot_escape_survival_rate,snapshot_makuri_success_rate,snapshot_close_loss_positive_signal,snapshot_escape_skill_auto,snapshot_makuri_skill_auto,snapshot_kamashi_skill_auto,snapshot_marker_work_score_auto,snapshot_chigire_risk_auto,snapshot_solo_strength_auto,snapshot_chaos_upside_auto,snapshot_recent_form_score,snapshot_form_negative_risk,snapshot_form_positive_signal,snapshot_manual_scouting_available,snapshot_manual_research_only,snapshot_manual_confidence,snapshot_manual_effective_from,snapshot_manual_role_self_score,snapshot_manual_role_marker_score,snapshot_manual_solo_strength,snapshot_manual_escape_skill,snapshot_manual_makuri_skill,snapshot_manual_kamashi_skill,snapshot_manual_midpack_skill,snapshot_manual_marker_work_score,snapshot_manual_chigire_risk,snapshot_manual_chaos_upside,snapshot_final_role_self_score,snapshot_final_role_marker_score,snapshot_final_solo_strength,snapshot_final_escape_skill,snapshot_final_makuri_skill,snapshot_final_kamashi_skill,snapshot_final_midpack_skill,snapshot_final_marker_work_score,snapshot_final_chigire_risk,snapshot_final_chaos_upside,snapshot_strength_note,snapshot_weakness_note,snapshot_trend_note,snapshot_source_file,p1_probability,p2_probability,p3_probability,p1_raw_probability,p2_raw_probability,p3_raw_probability
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:013311:1,013311,0,1,1,根本　雄紀,1,3,0,0,1,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,87.43,3.98,48,追,0.57,0.26,0.53,A1,茨　城,取手,80,0.1,0.3,0.56,0,0,3,6,0,3.92,,0.0,1,1,0,0,0.0,1.0,None,,,0,0,0,20260528-12-03,013311,2026-05-06,0,根本　雄紀,1,青森,3,Ａ級予選,non_s,A1,48,追,87.33,0.04,0.29,0.58,0,0,1,6,0,1,1,10,3.5,0.1,0.1,0.6,11.32,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4136,0.2185,0.218,0.2793,0.38,0.11,0.296,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.4136,0.2185,0.2793,,,,data\raw\official\2026-05-06\races.json,0.233019248382,0.471923466106,0.691173543473,0.663727518152,0.727401916023,0.77018530227
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:014473:2,014473,0,2,2,重倉　高史,1,2,0,1,1,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,86.87,3.6,40,両,0.54,0.87,0.5,A1,富　山,富山,95,0.09,0.27,0.51,4,2,1,2,13,3.92,,12.0,2,0,1,1,0.6,0.55,None,,,0,0,0,20260528-12-03,014473,2026-05-09,0,重倉　高史,2,青森,3,Ａ級予選,non_s,A1,40,両,87.4,0.03,0.25,0.51,2,2,1,2,7,1,1,10,3.7,0.2,0.4,0.6,11.46,0.0,1.0,0.0,0.0,0.5452,0.1571,0.3671,0.29,0.2255,0.2867,0.2713,0.435,0.13,0.3045,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2867,0.5452,0.1571,0.3671,0.0,0.29,0.2255,0.2713,,,,data\raw\official\2026-05-09\races.json,0.23644550672,0.485133900263,0.675556773915,0.673486806103,0.747763893775,0.752783295935
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:014245:3,014245,0,3,3,後藤　彰仁,1,1,1,1,1,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,84.44,2.85,40,追,0.47,0.14,0.43,A1,岐　阜,岐阜,92,0.1,0.2,0.35,0,0,2,2,0,3.92,,6.0,3,0,0,0,0.0,1.0,None,,,0,0,0,20260528-12-03,014245,2026-05-06,0,後藤　彰仁,3,青森,3,Ａ級予選,non_s,A1,40,追,84.62,0.11,0.23,0.35,0,0,2,2,0,1,1,10,4.4,0.1,0.2,0.4,11.86,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.3628,0.162,0.1437,0.26,0.265,0.182,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.0,0.395,0.3628,0.1437,,,,data\raw\official\2026-05-06\races.json,0.132591623053,0.302911541773,0.479248334785,0.377671413447,0.466894426101,0.53403378511
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:015698:4,015698,0,4,4,佐藤　譲士郎,1,7,0,0,0,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,82.59,4.01,26,逃,0.55,0.65,0.5,A1,埼　玉,大宮,123,0.14,0.29,0.48,5,2,1,0,9,3.85,,1.0,4,0,2,0,1.0,0.15,None,,,0,0,0,20260528-12-03,015698,2026-05-14,0,佐藤　譲士郎,4,青森,3,Ａ級予選,non_s,A1,26,逃,82.66,0.12,0.29,0.45,4,2,1,0,7,1,1,10,4.2,0.0,0.3,0.5,11.78,0.1,1.0,0.0,0.1,0.6738,0.1571,0.4529,0.1407,0.3055,0.2697,0.2434,0.35,0.23,0.275,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2697,0.6738,0.1571,0.4529,0.0,0.1407,0.3055,0.2434,,,,data\raw\official\2026-05-14\races.json,0.220601822288,0.373268983008,0.499885502062,0.628357961945,0.57534026793,0.557030097784
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:014392:5,014392,0,5,5,北村　篤,1,4,0,0,0,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,80.4,2.31,39,追,0.43,0.08,0.39,A2,岐　阜,岐阜,94,0.12,0.12,0.25,0,0,2,0,0,3.93,,4.0,5,0,0,0,0.0,1.0,None,,,0,0,0,20260528-12-03,014392,2026-05-09,0,北村　篤,5,青森,3,Ａ級予選,non_s,A2,39,追,81.41,0.15,0.15,0.3,0,0,2,0,0,1,1,10,4.8,0.1,0.1,0.3,12.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.285,0.427,0.135,0.1272,0.18,0.32,0.156,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.285,0.427,0.1272,,,,data\raw\official\2026-05-09\races.json,0.056146116654,0.144232391361,0.263177722968,0.159925512245,0.222313415975,0.293262981532
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:014385:6,014385,0,6,6,山本　淳,1,6,0,0,0,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,79.3,0.89,50,両,0.36,0.14,0.31,A2,神奈川,川崎,94,0.0,0.1,0.13,0,1,2,0,0,3.92,,0.0,6,0,0,0,0.6,0.55,None,,,0,0,0,20260528-12-03,014385,2026-05-06,0,山本　淳,6,青森,3,Ａ級予選,non_s,A2,50,両,79.08,0.0,0.08,0.12,0,0,2,0,0,1,1,10,5.4,0.0,0.1,0.1,12.69,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.285,0.5363,0.035,0.0772,0.08,0.375,0.086,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.285,0.5363,0.0772,,,,data\raw\official\2026-05-06\races.json,0.051259254434,0.094586167359,0.17894953855,0.146005868459,0.145790926512,0.199406221116
20260528-12-03,2026-05-28,青森,3,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-03:015155:7,015155,0,7,7,三浦　大輝,1,5,0,0,0,Ａ級予選,Ａ級予選,0,night,7,21:20,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.25,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,2,13.0,2,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,78.1,0.98,28,逃,0.38,0.51,0.32,A2,宮　城,,111,0.0,0.1,0.16,2,0,1,0,6,3.85,,5.0,7,0,3,0,1.0,0.15,None,,,0,0,0,20260528-12-03,015155,2026-05-06,0,三浦　大輝,7,青森,3,Ａ級予選,non_s,A2,28,逃,77.62,0.0,0.08,0.12,1,0,1,0,3,1,1,10,5.2,0.0,0.2,0.2,12.17,0.0,1.0,0.0,0.1,0.5932,0.0,0.2727,0.195,0.479,0.07,0.1195,0.15,0.34,0.135,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.5932,0.0,0.2727,0.0,0.195,0.479,0.1195,,,,data\raw\official\2026-05-06\races.json,0.06993642847,0.12794355013,0.212008584247,0.199205569579,0.197206517987,0.236244423827
20260528-12-04,2026-05-28,青森,4,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-04:013929:1,013929,0,1,1,宮内　善光,1,2,0,1,1,Ａ級予選,Ａ級予選,0,night,7,21:40,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.333333,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,3.0,4,21.0,4,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,True,88.0,7.24,45,追,0.69,0.25,0.65,A1,群　馬,前橋,88,0.33,0.5,0.7,1,0,7,4,1,3.92,,3.0,1,1,4,0,0.0,1.0,None,,,0,0,0,20260528-12-04,013929,2026-05-13,0,宮内　善光,1,青森,4,Ａ級予選,non_s,A1,45,追,88.61,0.38,0.55,0.83,1,0,6,3,1,1,1,10,2.1,0.6,0.7,0.8,10.6,0.1,1.0,0.0,0.0,0.3728,0.0,0.08,0.515,0.1127,0.356,0.2506,0.68,0.065,0.476,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,0.3728,0.0,0.08,0.0,0.515,0.1127,0.2506,,,,data\raw\official\2026-05-13\races.json,0.27215260903,0.524700911586,0.721804612923,0.780372137992,0.820057965966,0.820793688426
20260528-12-04,2026-05-28,青森,4,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-04:014984:2,014984,0,2,2,會澤　龍,1,5,0,0,0,Ａ級予選,Ａ級予選,0,night,7,21:40,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.333333,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,3.0,4,21.0,4,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,True,86.63,4.84,36,両,0.57,0.21,0.53,A1,宮　城,,105,0.23,0.3,0.5,0,0,8,1,1,3.92,,14.0,2,0,4,0,0.6,0.55,None,,,0,0,0,20260528-12-04,014984,2026-05-07,0,會澤　龍,2,青森,4,Ａ級予選,non_s,A1,36,両,86.08,0.2,0.29,0.45,0,0,6,1,1,1,1,10,3.7,0.2,0.3,0.6,12.35,0.3,0.0,0.0,0.1,0.0278,0.0,0.05,0.3764,0.2622,0.25,0.2425,0.42,0.235,0.324,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0278,0.0,0.05,0.0,0.3764,0.2622,0.2425,,,,data\raw\official\2026-05-07\races.json,0.258714195727,0.47439577529,0.651865337115,0.74183874543,0.741435789337,0.741262863701
20260528-12-04,2026-05-28,青森,4,rider_placement_v1,rider_placement_dataset_exporter_v1,20260528-12-04:013979:3,013979,0,3,3,竹内　優也,1,6,0,0,0,Ａ級予選,Ａ級予選,0,night,7,21:40,0,non_s,race_category_non_s,1,qualifying,a_class,early,0.333333,21,400.0,0.0,58.9,32.251944,2.8625,0.14725,1.05,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,3.0,4,21.0,4,True,False,False,False,True,1,0,1,0,0,0,0,1,False,False,True,False,False,False,False,True,83.75,2.67,45,両,0.49,0.38,0.44,A2,北海道,函館,89,0.03,0.24,0.41,1,2,1,3,3,3.77,,14.0,3,0,3,0,0.6,0.55,None,,,0,0,0,20260528-12-04,013979,2026-05-06,0,竹内　優也,3,青森,4,Ａ級予選,non_s,A2,45,両,84.0,0.04,0.29,0.45,1,2,1,3,3,1,1,10,4.2,0.0,0.4,0.4,11.64,0.1,1.0,0.0,0.0,0.4325,0.1571,0.237,0.3471,0.3558,0.2187,0.1845,0.32,0.245,0.224,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2187,0.4325,0.1571,0.237,0.0,0.3471,0.3558,0.1845,,,,data\raw\official\2026-05-06\races.json,0.101919143348,0.258582533823,0.41046276791,0.292243605823,0.40414007683,0.466754081648
